Index,Height,Weight,BMI
88,70.1766,121.1232,17.291782983611714
89,68.22556,131.5127,19.864176368652785
90,68.12932,136.5479,20.683022458300613
91,70.24256,141.4896,20.16141193783986
92,71.48752,140.6104,19.344346742718155
93,69.20477,112.1413,16.462303865431156
94,70.06306,133.457,19.1143811727136
95,70.55703,131.8001,18.613680000969804
96,66.28644,120.0285,19.20578552892359
97,63.42577,123.0972,21.513633429989714
98,66.76711,128.1432,20.210054983227355
99,68.88741,115.4759,17.108373742374297
100,64.87434,102.0927,17.05477016205997
101,67.09272,130.353,20.35950990489478
102,68.34761,134.1842,20.19536945831735
103,65.61073,98.64133,16.1103978755149
104,67.75551,114.5599,17.544478973948472
105,68.0212,123.4917,18.764900989042882
106,67.66193,123.048,18.896565741713232
107,66.3146,126.4772,20.220459493008125
108,69.43706,128.417,18.725652424355165
109,63.83624,127.1941,21.944690274389956
110,67.72277,122.0562,18.710590969946946
111,70.05098,127.6064,18.28273281650517
112,70.18602,131.6423,18.78846570983763
113,65.94588,111.8955,18.08982526600037
114,70.007,122.039,17.507042755557464
115,68.61129,128.5547,19.199674951050678
116,68.80817,132.6792,19.70243555237997
117,69.76212,136.0632,19.65614863584587
118,65.45539,115.9403,19.02570141441764
119,68.82534,136.9041,20.319677469389642
120,65.8003,119.8804,19.466573893210594
121,67.21474,109.0055,16.963538621016838
122,69.42021,128.2705,18.71337101347699
123,68.94396,135.2913,20.011263332045825
124,67.9415,106.8558,16.275147188173996
125,65.62506,123.2939,20.127936328567507
126,66.49607,109.5143,17.413094653192715
127,67.92809,119.3087,18.179016912206404
128,68.89415,140.2402,20.773272421854703
129,70.241,133.9841,19.092771642835366
130,68.26623,132.5807,20.00163763817115
131,71.23161,130.6988,18.110196633740607
132,69.09747,115.5637,17.017440187165782
133,64.39693,123.7941,20.987789804343727
134,71.09585,128.1427,17.823888443347997
135,68.21868,135.9646,20.540750738863895
136,65.91721,116.6273,18.87120679459343
137,67.4369,126.8241,19.60666279118264
138,73.90107,151.3913,19.489313961641468
139,69.98149,130.4022,18.720422026756886
140,69.51862,136.2068,19.814977869737692
141,65.18437,113.3989,18.763721723184368
142,68.00869,125.3287,19.051044989510814
143,68.3384,127.5846,19.207273920432172
144,65.18417,107.1564,17.730905756285786
145,68.26209,116.4588,17.571556580948513
146,68.56865,133.8402,20.01393410223312
147,64.49675,112.8901,19.079952198271734
148,68.71053,130.7568,19.472188865227547
149,68.89148,137.7571,20.40704154409883
150,69.54011,125.4036,18.232085301136014
151,67.39964,138.4659,21.430128035858672
152,66.47521,120.8184,19.2225381165269
153,66.01217,140.1539,22.61279548761442
154,72.44434,136.7397,18.318199690724548
155,64.12642,106.1139,18.142426519863893
156,70.98112,158.9562,22.18139538197637
157,67.50124,108.7868,16.786099258868045
158,72.01515,138.7758,18.813217957883545
159,65.31143,115.9136,19.10526628858126
160,67.07509,146.2922,22.86102662935696
161,64.39148,109.8765,18.631382810859844
162,69.37003,139.0499,20.315335684129934
163,68.37921,119.9001,18.028868620430607
164,65.31018,128.3069,21.148780872077303
165,67.1369,127.2428,19.84758797480243
166,68.39468,115.2306,17.318898459969294
167,66.2918,124.7975,19.96564519996758
168,67.1866,126.9511,19.772802427216554
169,65.99156,111.2711,17.963984768342165
170,69.43393,122.6089,17.88033240148235
171,67.97463,124.2084,18.899675580688417
172,67.76133,124.6453,19.08574647570788
173,65.27864,119.5169,19.718969302880797
174,73.83364,139.2983,17.96529461259765
175,66.81312,104.8265,16.509908521069534
176,66.89411,123.0424,19.331970346501183
177,65.73568,118.8923,19.344098530242604
178,65.98283,121.4939,19.619578954503066
179,66.58396,119.2488,18.91088539112246
180,67.11294,135.0239,21.07634048886636
181,65.87481,116.228,18.83081428005955
182,66.78067,109.1731,17.211201341087293
183,68.73577,124.2237,18.485701796679976
184,66.22666,141.1645,22.62855776871851
185,65.95968,129.1501,20.870591290991115
186,68.58372,127.8693,19.112667256922215
187,66.59347,120.9244,19.171131101101825
188,66.96574,127.6466,20.012483799691296
189,68.08015,101.4693,15.391847190708418
190,70.19025,144.9927,20.691388987823156
191,65.52149,110.9523,18.170457661024415
192,67.45905,132.8625,20.526696682136645
193,67.40985,146.3385,22.641696480643443
194,69.66158,145.5894,21.09308981292814
195,65.79799,120.8431,19.624278131954867
196,66.10558,115.7813,18.627701422307727
197,68.23987,128.3019,19.371078131624117
198,68.02403,127.4718,19.36807641243968
199,71.39044,127.8761,17.640315646358687
200,65.7316,121.4997,19.770783697449268
201,66.43358,112.7148,17.95571561484616
202,70.01309,135.002,19.3632743166549
203,69.48146,128.6789,18.73986919273092
204,68.62764,124.4062,18.571243420517266
205,68.36275,140.026,21.065254980779333
206,68.39028,117.519,17.66511261046582
207,68.77413,143.8737,21.385937273673655
208,69.9236,141.1703,20.29985167932899
209,71.55542,155.9414,21.412799236531587
210,68.44764,134.0093,20.110138787025154
211,66.71398,130.0975,20.55097054896416
212,66.68413,106.2265,16.79519227223236
213,67.93699,112.0489,17.068371290811104
214,68.89855,136.1884,20.17051747014487
215,67.29191,131.236,20.37625470364589
216,69.57212,131.3231,19.075140170370062
217,67.67479,119.5261,18.348729667433396
218,69.04155,116.9965,17.256348016403944
219,67.96765,138.5255,21.082509483623006
220,65.83982,109.6518,17.7842511202361
221,65.77288,130.1569,21.152931616989143
222,71.14106,137.1114,19.047149395584846
223,67.83055,113.759,17.383298000060552
224,65.0693,114.9725,19.091444622688044
225,69.70745,127.7149,18.479076462497957
226,69.92983,121.9972,17.539693697274274
227,66.11569,117.9607,18.972534808554638
228,68.61364,127.7141,19.072824595514078
229,68.9976,117.9619,17.42091158188843
230,66.79171,125.1554,19.7242979565882
231,68.02363,141.1026,21.439393491885177
232,69.67258,145.4822,21.070903624280632
233,71.82178,116.065,15.819255255875055
234,72.74676,135.7458,18.03417073844849
235,67.27951,132.9248,20.646073188535837
236,67.41015,115.6622,17.895257349152363
237,68.5315,114.3184,17.113260007096983
238,68.47126,148.952,22.33709987207747
239,68.51867,142.1878,21.29323133992718
240,63.72529,134.104,23.21748521077538
241,67.70483,141.8926,21.76293822930614
242,69.47115,138.7444,20.211733982220473
243,66.70198,134.449,21.246001674360674
244,65.23126,117.0167,19.334520155463622
245,69.89473,115.6752,16.64747926187475
246,69.83048,134.7905,19.43418427257231
247,65.3979,120.5746,19.820988554357562
248,68.32214,120.0835,18.086623669073127
249,65.93895,84.3598,13.641074273673365
250,70.09805,138.9394,19.879736881615205
251,66.05531,143.5245,23.12638008670051
252,68.23481,123.1347,18.593689318486987
253,65.21758,115.5261,19.09623892887626
254,69.16173,120.9844,17.782579765035656
255,67.60064,120.6473,18.561500381003857
256,67.28621,124.0352,19.261491107380916
257,66.84323,117.2238,18.44582256910754
258,68.08281,127.9598,19.408666377103103
259,66.56991,116.7527,18.522861515929286
260,70.16973,121.9957,17.419753253262424
261,67.85113,123.9952,18.935980181173086
262,66.62309,108.855,17.242328924634997
263,63.68816,104.6574,18.14051549181447
264,68.0356,132.248,20.086939023490267
265,66.941,127.1834,19.954604562943402
266,66.26292,125.1209,20.034836671367415
267,70.7301,133.322,18.736581755993928
268,70.70844,122.3364,17.203240922525932
269,73.26872,130.2636,17.06015426401593
270,63.79021,116.7431,20.17066628778194
271,67.84109,125.8534,19.22544518763057
272,67.78058,100.627,15.399302501830169
273,67.23901,118.4945,18.426916102095394
274,66.75701,137.1255,21.633239452097214
275,69.03098,118.6991,17.512834151625086
276,68.52652,124.1641,18.589845336894758
277,64.65419,124.9442,21.014537535803225
278,65.14295,126.3889,20.939734809774556
279,66.74124,121.5255,19.18120826079293
280,66.99923,133.2951,20.877170997486097
281,70.26611,127.4072,18.142587886408503
282,67.57666,125.08,19.25712784263192
283,66.30582,102.8114,16.441258552563088
284,68.90702,134.2212,19.874273719477088
285,65.60543,100.9758,16.494335217493525
286,68.00189,145.8886,22.180762749917132
287,69.93715,155.3046,22.323667490115493
288,70.1459,138.7175,19.82091761213999
289,66.66364,116.2611,18.39303796498859
290,69.40676,120.6087,17.602411931922568
291,66.80598,114.4083,18.022869608172535
292,67.70048,133.3406,20.4538937630768
293,69.13438,92.74955,13.643341596750293
294,67.53769,131.7825,20.31245537057557
295,65.77912,118.3865,19.23637122449355
296,66.25769,131.1466,21.003010103727465
297,67.39038,130.2033,20.156878018510998
298,64.94327,129.1836,21.534568057579243
299,69.25699,143.1445,20.9818862048897
300,69.07739,138.7307,20.440796959179952
301,69.64403,130.9528,18.982092597379385
302,69.07705,124.3032,18.315206980373077
303,68.01304,135.3702,20.574807615094258
304,68.85664,124.1988,18.417167297845705
305,63.19158,111.2389,19.585530687764322
306,65.57591,129.4037,21.157050794575895
307,69.12101,127.7444,18.79830997139109
308,69.78765,121.3311,17.51507788918208
309,67.48203,118.2183,18.251792353604067
310,69.08809,123.3441,18.16808253891825
311,68.5529,151.9118,22.726728999019645
312,68.21327,115.3108,17.423256628712654
313,67.1012,122.3844,19.11008311036067
314,71.23661,129.2323,17.904478341697178
315,69.11946,138.2824,20.34994885313964
316,65.49848,144.0565,23.60845150797188
317,66.58706,120.8482,19.162739361418115
318,67.99831,113.3034,17.228354156718773
319,72.57747,149.3227,19.93054941619284
320,67.97585,130.6373,19.87718998421303
321,66.62347,122.387,19.38553890836005
322,67.29574,133.8677,20.782497752909507
323,65.95951,134.8336,21.789154351933668
324,66.54011,137.8363,21.88737426841082
325,68.07723,112.6812,17.094043201347557
326,65.83291,121.1964,19.6607780878994
327,69.23721,114.9262,16.855320522302392
328,64.69413,110.3762,18.541410582360662
329,69.21372,126.0337,18.496918769960708
330,67.16792,118.7008,18.49809192450898
331,67.8467,119.3108,18.222979503672722
332,69.27389,150.7397,22.084398845633032
333,67.90547,121.1142,18.466416751492925
334,67.076,118.4065,18.502836807724332
335,70.01531,142.759,20.47455878322034
336,70.05454,145.6305,20.863004696255388
337,70.86714,127.3425,17.827097754923077
338,66.0586,115.9678,18.684254504421553
339,65.23745,104.4441,17.25389077877755
340,68.7413,138.4905,20.605425533126134
341,69.51946,145.5049,21.167127480570837
342,70.30764,124.4065,17.69437055389131
343,67.29982,124.1866,19.277202893758936
344,67.60582,126.1659,19.407558643824455
345,67.85566,138.8125,21.19598016629852
346,66.46536,121.5515,19.344908792796854
347,68.92071,114.2555,16.91121131348181
348,68.46886,129.4022,19.406738443322467
349,69.5193,137.5583,20.01119876277295
350,70.23956,134.4996,19.167016408792513
351,67.85651,127.7103,19.500240753022027
352,68.00435,115.6709,17.58522030863305
353,67.13983,131.5906,20.52397510649071
354,68.09931,127.5839,19.34227426532103
355,68.99077,125.7211,18.57048621588248
356,69.32618,119.9885,17.552628855918133
357,70.09286,140.8676,20.158612670516128
358,68.74304,136.9164,20.370190495024037
359,64.18633,118.4759,20.218177914089274
360,66.09074,129.5516,20.852524421670655
361,69.24418,152.0714,22.298624666871525
362,69.66512,120.8646,17.50916464856641
363,68.42721,136.1027,20.43648316849064
364,68.28613,130.0611,19.610086455373292
365,69.37684,131.7743,19.24858350041367
366,68.35315,139.38,20.97396214628863
367,72.32489,168.229,22.611136220579837
368,70.37159,127.6446,18.121944911505903
369,65.72927,131.8008,21.448529129459573
370,66.49627,122.8561,19.534362446915754
371,70.81339,140.2133,19.658733093464644
372,67.37579,142.6929,22.09997132085372
373,67.79709,137.4299,21.021137372456327
374,68.1607,126.0392,19.073686524112887
375,68.85782,143.5985,21.293176396075005
376,67.71342,122.62,18.802210041083576
377,64.66007,108.6044,18.263001987430453
378,65.73721,100.6617,16.37716827285425
379,68.42441,116.1397,17.440368776449077
380,68.88946,140.5293,20.81893017623905
381,68.27367,125.6907,18.95805305139792
382,69.18045,134.3329,19.733890397288622
383,72.60996,136.4649,18.19808347849314
384,66.04157,127.8822,20.614481096020008
385,69.2288,123.1361,18.063789912260255
386,68.87697,116.3375,17.24124988550733
387,66.46042,124.5581,19.826355930969743
388,69.30444,125.7853,18.412165045669386
389,67.58249,107.5905,16.561613100709216
390,69.41816,143.0236,20.866931761199066
391,67.46867,118.7434,18.340124035653055
392,66.44873,118.9856,18.946025684600084
393,68.76185,131.8744,19.6093174868725
394,63.76881,119.3691,20.638226804312325
395,69.03663,126.1223,18.605005473122393
396,66.48966,126.6122,20.13559268318292
397,66.74224,113.5597,17.923373973752405
398,67.69394,115.8413,17.77300753441081
399,66.69066,130.2738,20.59321421872139
400,67.02877,125.4542,19.63178512509386
401,65.91096,117.1655,18.961887358974256
402,70.0304,137.3184,19.685779088589623
403,69.26978,149.4447,21.897270713405838
404,70.07695,151.0695,21.628355303122056
405,64.90942,116.9994,19.523841092989258
406,69.68744,138.1787,20.00456755295833
407,67.56524,127.621,19.654978920525593
408,63.85529,120.7514,20.820708224993567
409,71.6189,144.2537,19.77282648222117
410,64.98993,105.7939,17.610252196911706
411,64.60759,120.1567,20.23848487024009
412,62.01666,109.0848,19.940891957839366
413,65.28516,125.971,20.779673428765292
414,67.70163,110.2325,16.90863283523336
415,70.85794,134.4706,18.829872735441253
416,68.17075,115.5067,17.474635227862578
417,67.45006,125.1086,19.333904550870884
418,71.04224,116.4113,16.21656744833693
419,67.83032,133.3944,20.38388463541104
420,67.15488,108.7478,16.95361871324647
421,68.30289,134.3986,20.25413367507182
422,65.41208,131.2085,21.559721115608458
423,68.66755,130.8318,19.507755256600376
424,70.06733,127.0838,18.199361099339843
425,69.13413,119.4067,17.564701707740937
426,67.02078,105.5616,16.522817082415507
427,65.52274,134.4733,22.021609072745342
428,70.19808,132.6897,18.931447924368236
429,67.66866,126.058,19.354963028070387
430,69.73257,126.3532,18.2688827699927
431,67.61719,142.3603,21.891309642930914
432,70.79589,124.5873,17.47651238698601
433,69.65804,122.3604,17.729458603955216
434,66.73277,123.2298,19.455147406381027
435,67.58008,131.4049,20.228852308198867
436,65.25317,124.3037,20.52475177414442
437,70.71387,128.3836,18.050840328485222
438,71.27374,136.853,18.940538045617092
439,66.55913,118.0569,18.735840842368933
440,68.04247,121.4969,18.450245219514382
441,68.11699,119.2811,18.074147596860822
442,71.2367,126.5545,17.533438458262214
443,66.92387,129.2477,20.28886798152979
444,71.10381,134.7804,18.74295587262567
445,69.41466,146.0725,21.31391096453616
446,69.16807,162.4109,23.867170973738663
447,68.57725,130.1885,19.462990857688148
448,69.60315,132.1941,19.18453908522706
449,69.05087,127.4591,18.794450152579714
450,68.28699,125.3466,18.898777191472636
451,69.25276,134.7559,19.754712003455243
452,68.23862,121.9395,18.411154634867987
453,67.6868,125.6688,19.284864396832717
454,68.84083,145.956,21.653437145622902
455,69.52061,119.9207,17.44472362252299
456,66.97668,111.5093,17.476760880780756
457,72.0053,138.676,18.804832292623562
458,67.44482,135.0151,20.868067324167473
459,66.06214,116.509,18.769438703670108
460,65.5747,123.9575,20.26736414433753
461,68.30171,136.952,20.639649217736643
462,71.02603,153.0797,21.334359457791248
463,70.76882,126.357,17.738319961612593
464,67.50812,145.0614,22.378806635530154
465,69.50936,135.1739,19.66995431010589
466,66.4455,108.806,17.326816808568037
467,68.5689,110.5155,16.525930218555896
468,67.01296,138.2685,21.647250126176672
469,68.70004,119.5111,17.802924518818
470,68.23013,115.3214,17.416247797820073
471,70.40713,132.3684,18.77362431691046
472,65.69989,93.99438,15.309806063634783
473,65.7031,127.4051,20.749717001527102
474,68.48055,134.3024,20.134756454225453
475,66.62891,124.9721,19.791774636069828
476,66.84285,124.072,19.523647239343642
477,69.89734,133.5476,19.21816319807005
478,67.6543,134.1509,20.6062928462667
479,68.30917,130.2489,19.625156740352423
480,69.74848,138.0935,19.957256004957134
481,68.57906,126.6064,18.92647304409837
482,68.14477,131.8076,19.95595329427913
483,67.98093,131.7363,20.04141333287679
484,64.82535,117.6261,19.67936332948448
485,69.20785,126.1943,18.523630533954915
486,69.2656,127.5132,18.686029502110014
487,70.9403,142.4785,19.904917386866224
488,69.07826,139.444,20.545378166169456
489,66.20183,110.3204,17.69754091599676
490,71.05779,131.9541,18.373698396876495
491,68.99493,129.2037,19.08260587401625
492,70.96089,124.3513,17.362382066345855
493,66.02496,126.5251,20.405981205377692
494,69.8641,149.2303,21.495421281454835
495,66.82802,142.1577,22.37949524719093
496,69.09424,127.1436,18.724399662147647
497,66.81425,122.3353,19.266848500829195
498,67.13183,112.6659,17.576508344006832
499,64.57428,134.2647,22.638090273008693
500,68.68038,120.6936,17.989369791352686
501,67.53724,115.783,17.846590866101398
502,71.17732,128.6855,17.858436648023822
503,70.53514,134.7611,19.043666553672157
504,71.53411,118.3419,16.259577930690824
505,66.77301,106.1557,16.73934642875182
506,66.33636,126.3823,20.19203390351926
507,64.83095,114.3716,19.13156564053987
508,68.38247,130.2787,19.587586874076806
509,68.05038,123.3066,18.720709327553756
510,69.09149,122.8571,18.094568423497527
511,69.91046,125.6932,18.081087595260783
512,68.40737,111.7247,16.78574016701106
513,68.32559,125.5516,18.90830317387872
514,66.95555,119.9702,18.81470034069728
515,70.54816,132.6043,18.731963873417456
516,69.37805,132.6738,19.379299597924792
517,67.52012,117.4521,18.113044825627398
518,64.87142,101.8549,17.016577042932568
519,69.13396,128.4418,18.893856031583148
520,68.81192,134.0414,19.902548471599506
521,67.56446,127.7511,19.67546997184844
522,68.16772,127.6172,19.308510002361803
523,65.80687,139.3971,22.631240296801085
524,64.92276,113.9381,19.005185419040583
525,68.35584,147.5188,22.196945127939557
526,66.71546,132.6523,20.953612176180933
527,69.18196,132.8139,19.50989322359338
528,65.88795,105.0942,17.020168076377526
529,66.03733,127.5187,20.55852497579835
530,69.44194,130.7305,19.06032573784736
531,67.14847,128.5815,20.049490063760125
532,65.69442,122.5699,19.96751194844024
533,69.42723,157.2961,22.943272596660965
534,66.54503,121.1097,19.228471575439368
535,69.04469,147.5061,21.754369417526913
536,67.62036,117.493,18.065672065516008
537,69.59105,132.4472,19.227954672726554
538,68.12343,118.1774,17.903523250395818
539,71.22641,123.7319,17.147336001802884
540,66.43285,130.365,20.767887715632515
541,66.31808,122.8882,19.6446086296844
542,68.02724,107.8693,16.388124130706768
543,68.2876,118.591,17.879901371324586
544,66.91609,125.6467,19.72818174270036
545,71.77546,148.6016,20.28003046709398
546,66.04535,150.279,24.222049709566676
547,69.01455,127.0678,18.75647732089643
548,68.70744,128.7122,19.169432921367815
549,65.012,118.4233,19.699136624435162
550,66.05857,125.3879,20.202000583666923
551,71.16403,149.2676,20.722472335106822
552,67.55274,107.3484,16.538903919031586
553,68.83455,133.6992,19.838687665294575
554,68.11811,124.8508,18.917477975594654
555,67.90528,112.7028,17.184017401997465
556,67.64085,127.8407,19.644822706476756
557,69.78282,134.1615,19.369925945584203
558,67.99889,138.6031,21.074941782038238
559,69.41465,126.044,18.39149304390243
560,70.42989,129.5856,18.367067004939063
561,67.67519,134.1054,20.586588566865345
562,67.88036,106.1251,16.19298543654505
563,68.06905,127.0561,19.279387314619328
564,66.99435,121.9241,19.098985080475277
565,71.57689,150.7365,20.685682986596973
566,64.36564,116.0061,19.686555221534093
567,67.93011,125.4748,19.117405982154533
568,69.91863,131.6099,18.927786371970633
569,69.93864,129.0696,18.551826963439268
570,66.79766,129.1117,20.344179933995555
571,70.11119,148.1624,21.191437320897283
572,68.94814,105.388,15.586303899804745
573,68.02886,110.5447,16.79378641430607
574,69.36148,118.6402,17.3377307470357
575,68.44886,122.8151,18.429621412971006
576,65.70282,124.887,20.33978226969555
577,69.55674,135.7695,19.729717499819003
578,65.84635,116.4563,18.88411611476171
579,68.79983,125.3617,18.620323814004323
580,69.03835,133.122,19.63659187067661
581,67.36352,138.3328,21.43249390944046
582,70.35788,124.4972,17.68199163384629
583,69.88828,136.7205,19.679860697219024
584,65.15319,115.0153,19.049401463757366
585,69.40907,132.6366,19.356552797196883
586,68.50874,143.1323,21.440888404036208
587,65.71552,134.7422,21.936373048239965
588,63.98308,122.6246,21.059323012937003
589,70.07685,153.5634,21.985465337821573
590,68.42542,126.289,18.963900472216313
591,68.23665,134.7206,20.34209602167626
592,67.82856,134.5987,20.568980089419252
593,66.31277,118.3945,18.9292878463325
594,69.75128,121.2997,17.528810659589357
595,65.70901,132.2844,21.540504491670323
596,66.88227,139.0617,21.856600358371686
597,67.2791,110.698,17.193983857088455
598,70.63357,154.1073,21.716907617187044
599,69.9377,124.1592,17.846510038360073
600,65.87671,134.5173,21.792719305771236
601,72.44694,138.2622,18.520830473705516
602,70.07052,149.0801,21.347453741010384
603,67.68486,127.0075,19.491415713751422
604,66.1151,117.8222,18.95059699806763
605,69.94355,148.9096,21.400525666860716
606,68.24317,128.2151,19.35610090698199
607,68.80144,129.6944,19.262970294708165
608,66.61818,125.5674,19.892458521422498
609,70.18701,128.7947,18.38152736691274
610,65.58971,124.187,20.29559561681061
611,68.69566,151.4167,22.558606185966703
612,64.88639,106.9803,17.86461548499127
613,69.81993,145.6221,21.00223715472587
614,66.33962,121.5926,19.42487678292227
615,70.4434,130.9386,18.55171915382639
616,69.99163,135.6203,19.463886882507644
617,70.13617,123.9315,17.713105136066375
618,67.1793,131.9955,20.562942618977594
619,68.2034,117.484,17.756761475890855
620,67.76121,129.6577,19.853317818972656
621,64.79753,122.3706,20.49072256526812
622,66.47871,114.5867,18.229137967797147
623,66.98337,116.5401,18.26158570942756
624,65.69991,139.4307,22.710460738996403
625,66.82705,123.4822,19.4400270442824
626,66.35141,132.5492,21.167710389067867
627,70.13491,143.4013,20.49659345229934
628,70.11565,132.9429,19.01219700719112
629,64.56145,98.8972,16.681478154730776
630,68.15724,122.4342,18.530018094469302
631,67.1475,104.6767,16.32252767508579
632,70.88927,142.7847,19.976424203977196
633,68.16218,130.9283,19.812700380480237
634,71.19657,143.827,19.948918946163364
635,67.92444,142.2832,21.68196192934101
636,65.30204,107.9441,17.79682373555785
637,66.40756,105.6891,16.849702588930587
638,71.30647,125.4007,17.33960390950874
639,69.05997,106.4195,15.687925925349496
640,65.95442,118.5371,19.158591329868226
641,69.63776,136.7836,19.830859172659515
642,71.10495,145.9328,20.29319045007434
643,66.21851,129.637,20.78582421513314
644,66.13469,108.4955,17.440148071107817
645,67.7851,121.2537,18.55340411972942
646,66.67737,135.7399,21.46583016150933
647,69.99408,137.5026,19.732648404632982
648,71.1441,124.0052,17.22499895585966
649,68.63927,128.8613,19.229778551323168
650,69.08548,133.6811,19.692168279365276
651,67.97389,106.5185,16.208315430814658
652,65.94809,113.0398,18.273596170237315
653,66.02102,125.9639,20.317895655563643
654,71.23576,140.2945,19.43755378567278
655,67.52674,143.229,22.08393595365674
656,71.06935,145.8063,20.29591751552846
657,68.27178,128.1697,19.333033448830648
658,67.31932,134.1839,20.816995867892903
659,68.98848,140.2166,20.713017204058808
660,68.404,146.3453,21.989374169668228
661,67.092,132.0784,20.629438590757772
662,66.76866,122.13,19.260791192542822
663,65.64636,131.4693,21.44865862420266
664,65.34105,129.5167,21.32802488376661
665,68.18299,125.7451,19.01674017270699
666,70.65924,153.1384,21.564692415344958
667,65.94401,124.5559,20.137737961661752
668,69.62792,134.8225,19.55206441061981
669,68.29965,115.3877,17.390803462265072
670,70.06075,117.9618,16.89619500694719
671,68.43602,124.5647,18.69918093597164
672,69.27012,134.4043,19.693294248511986
673,67.70511,129.3092,19.832780961454283
674,70.89315,133.1423,18.625356493949795
675,70.54313,147.3609,20.819481102032245
676,71.58086,155.0132,21.27021817275144
677,68.42301,126.2905,18.965461651332145
678,69.35781,134.4605,19.651742513553636
679,70.445,134.0296,18.988797414856606
680,67.38153,128.9248,19.964195628057816
681,67.50767,123.0543,18.983996423351105
682,68.52054,112.1788,16.798338281855447
683,66.80858,111.7443,17.60183655172204
684,72.38532,148.4615,19.920944865360703
685,68.51642,136.7459,20.47962852246006
686,70.79791,133.2068,18.68454848993824
687,66.21905,116.8855,18.74095999993918
688,68.31167,124.8542,18.81093738295023
689,67.1715,121.5809,18.944901315108805
690,67.7714,123.197,18.858376607243397
691,67.47328,137.1255,21.176377277596792
692,67.77463,121.4941,18.595932632539927
693,69.20099,150.9398,22.160330932210037
694,70.04297,142.3009,20.392742127632285
695,70.56979,134.7527,19.023784263953896
696,66.45379,133.5585,21.263223788932006
697,67.68132,136.0895,20.887384654569143
698,65.75638,95.20216,15.479898030124899
699,69.3549,119.7404,17.50183122377537
700,70.5902,152.9146,21.575318466321573
701,67.27626,140.1991,21.778032006080643
